"State","Year","Sector","Value"
"Alabama",1990,"Construction",5.22068712556547
"Alabama",1991,"Construction",4.841361671031
"Alabama",1992,"Construction",4.58074534161491
"Alabama",1993,"Construction",4.64818266542404
"Alabama",1994,"Construction",4.79954506681831
"Alabama",1995,"Construction",4.96229762696829
"Alabama",1996,"Construction",5.23869415431727
"Alabama",1997,"Construction",5.24031506188716
"Alabama",1998,"Construction",5.29448951638394
"Alabama",1999,"Construction",5.40793998124414
"Alabama",2000,"Construction",5.46810273405137
"Alabama",2001,"Construction",5.50636558914444
"Alabama",2002,"Construction",5.32604078164826
"Alabama",2003,"Construction",5.32124766728872
"Alabama",2004,"Construction",5.40568964610612
"Alabama",2005,"Construction",5.42444341611394
"Alabama",2006,"Construction",5.54685526648144
"Alabama",2007,"Construction",5.61898589021289
"Alabama",2008,"Construction",5.44651372923046
"Alabama",2009,"Construction",4.860853432282
"Alabama",2010,"Construction",4.66110754757323
"Alabama",2011,"Construction",4.31550802139038
"Alabama",2012,"Construction",4.22258766113204
"Alabama",2013,"Construction",4.16272469252602
"Alabama",2014,"Construction",4.15583064600021
"Alabama",2015,"Construction",4.18654763737109
"Alabama",2016,"Construction",4.26662617673854
"Alaska",1990,"Construction",4.15966386554622
"Alaska",1991,"Construction",4.12201154163232
"Alaska",1992,"Construction",4.16835289356536
"Alaska",1993,"Construction",4.70727848101266
"Alaska",1994,"Construction",4.97493251060548
"Alaska",1995,"Construction",5.15267175572519
"Alaska",1996,"Construction",5.00758725341426
"Alaska",1997,"Construction",5.02419054707853
"Alaska",1998,"Construction",5.01818181818182
"Alaska",1999,"Construction",5.08595988538682
"Alaska",2000,"Construction",4.9982400563182
"Alaska",2001,"Construction",5.15036294503975
"Alaska",2002,"Construction",5.3577483892845
"Alaska",2003,"Construction",5.64839572192513
"Alaska",2004,"Construction",5.81854043392505
"Alaska",2005,"Construction",6.16725863739102
"Alaska",2006,"Construction",5.94216714331109
"Alaska",2007,"Construction",5.60276990871892
"Alaska",2008,"Construction",5.40372670807453
"Alaska",2009,"Construction",5.14178871922717
"Alaska",2010,"Construction",5.10926438904278
"Alaska",2011,"Construction",4.93640218049667
"Alaska",2012,"Construction",5.10143198090692
"Alaska",2013,"Construction",5.10992275698158
"Alaska",2014,"Construction",5.26471458148477
"Alaska",2015,"Construction",5.19327235172617
"Alaska",2016,"Construction",4.90373044524669
"Arizona",1990,"Construction",5.67729755242398
"Arizona",1991,"Construction",5.36480686695279
"Arizona",1992,"Construction",5.4248236767517
"Arizona",1993,"Construction",5.80030295379955
"Arizona",1994,"Construction",6.48345153664303
"Arizona",1995,"Construction",6.98672911787666
"Arizona",1996,"Construction",7.05490672726312
"Arizona",1997,"Construction",7.02408545802681
"Arizona",1998,"Construction",7.20586108835012
"Arizona",1999,"Construction",7.43377559983357
"Arizona",2000,"Construction",7.49476124660038
"Arizona",2001,"Construction",7.66141489033055
"Arizona",2002,"Construction",7.59426681367144
"Arizona",2003,"Construction",7.66353514265832
"Arizona",2004,"Construction",8.03908412312337
"Arizona",2005,"Construction",8.73199076653666
"Arizona",2006,"Construction",9.10468684878566
"Arizona",2007,"Construction",8.39367022467717
"Arizona",2008,"Construction",7.09628217349857
"Arizona",2009,"Construction",5.29063553399655
"Arizona",2010,"Construction",4.67270136618892
"Arizona",2011,"Construction",4.59746289694055
"Arizona",2012,"Construction",4.70874771666328
"Arizona",2013,"Construction",4.90756169166072
"Arizona",2014,"Construction",4.86694677871148
"Arizona",2015,"Construction",4.85204855842185
"Arizona",2016,"Construction",4.97392847897637
"Arkansas",1990,"Construction",4.14547028899231
"Arkansas",1991,"Construction",3.87572069186419
"Arkansas",1992,"Construction",3.93520922022635
"Arkansas",1993,"Construction",3.91387463527518
"Arkansas",1994,"Construction",4.03249202204816
"Arkansas",1995,"Construction",4.17913238593867
"Arkansas",1996,"Construction",4.37902483900644
"Arkansas",1997,"Construction",4.33601882864126
"Arkansas",1998,"Construction",4.30404562466583
"Arkansas",1999,"Construction",4.44035733053074
"Arkansas",2000,"Construction",4.58311755567064
"Arkansas",2001,"Construction",4.65458958134697
"Arkansas",2002,"Construction",4.73697984820728
"Arkansas",2003,"Construction",4.43629377346957
"Arkansas",2004,"Construction",4.4383041188153
"Arkansas",2005,"Construction",4.64385771287885
"Arkansas",2006,"Construction",4.74720507258468
"Arkansas",2007,"Construction",4.67413864674139
"Arkansas",2008,"Construction",4.67359667359667
"Arkansas",2009,"Construction",4.42956476950811
"Arkansas",2010,"Construction",4.18744625967326
"Arkansas",2011,"Construction",4.04238953935561
"Arkansas",2012,"Construction",4.02889927751806
"Arkansas",2013,"Construction",3.86838972963782
"Arkansas",2014,"Construction",3.8821052631579
"Arkansas",2015,"Construction",4.06846936244108
"Arkansas",2016,"Construction",4.09775967413442
"California",1990,"Construction",5.14290726976937
"California",1991,"Construction",4.53211896510035
"California",1992,"Construction",4.05864766351313
"California",1993,"Construction",3.79791833731533
"California",1994,"Construction",3.8973905496467
"California",1995,"Construction",4.01093088857546
"California",1996,"Construction",4.03860569715143
"California",1997,"Construction",4.21106844500996
"California",1998,"Construction",4.49604815263919
"California",1999,"Construction",4.85903202463215
"California",2000,"Construction",5.02745426003743
"California",2001,"Construction",5.30101822479741
"California",2002,"Construction",5.30280204880988
"California",2003,"Construction",5.46565786134186
"California",2004,"Construction",5.76475931587546
"California",2005,"Construction",6.01584200523637
"California",2006,"Construction",6.09102947987814
"California",2007,"Construction",5.77196658130933
"California",2008,"Construction",5.1475249142297
"California",2009,"Construction",4.31455912697863
"California",2010,"Construction",3.91835706186216
"California",2011,"Construction",3.88773835167651
"California",2012,"Construction",3.99558379279047
"California",2013,"Construction",4.2062334611349
"California",2014,"Construction",4.32789831814097
"California",2015,"Construction",4.55782609508031
"California",2016,"Construction",4.69794991928338
"Colorado",1990,"Construction",4.17515944506542
"Colorado",1991,"Construction",4.32362459546925
"Colorado",1992,"Construction",4.70256731371321
"Colorado",1993,"Construction",5.20141258155264
"Colorado",1994,"Construction",5.5751708428246
"Colorado",1995,"Construction",5.65215021529405
"Colorado",1996,"Construction",5.90246725235415
"Colorado",1997,"Construction",6.08524391475609
"Colorado",1998,"Construction",6.54160186625194
"Colorado",1999,"Construction",6.96333114508112
"Colorado",2000,"Construction",7.38967433036722
"Colorado",2001,"Construction",7.5309861684929
"Colorado",2002,"Construction",7.34364984891493
"Colorado",2003,"Construction",6.96302489780751
"Colorado",2004,"Construction",6.94164066801248
"Colorado",2005,"Construction",7.18778077268643
"Colorado",2006,"Construction",7.36255539467334
"Colorado",2007,"Construction",7.197700853601
"Colorado",2008,"Construction",6.88422754541973
"Colorado",2009,"Construction",5.84698966868543
"Colorado",2010,"Construction",5.17931872384466
"Colorado",2011,"Construction",4.98096165766404
"Colorado",2012,"Construction",5.0064850843061
"Colorado",2013,"Construction",5.35286955791595
"Colorado",2014,"Construction",5.76899671386263
"Colorado",2015,"Construction",5.85388882332114
"Colorado",2016,"Construction",5.95004425970827
"Connecticut",1990,"Construction",3.84045443319338
"Connecticut",1991,"Construction",3.30079630105317
"Connecticut",1992,"Construction",3.125
"Connecticut",1993,"Construction",3.12806112453471
"Connecticut",1994,"Construction",3.18673489215623
"Connecticut",1995,"Construction",3.22745901639344
"Connecticut",1996,"Construction",3.31732591937318
"Connecticut",1997,"Construction",3.47058091802463
"Connecticut",1998,"Construction",3.55947672649833
"Connecticut",1999,"Construction",3.64845434938893
"Connecticut",2000,"Construction",3.81503572904978
"Connecticut",2001,"Construction",3.89007851534618
"Connecticut",2002,"Construction",3.80780780780781
"Connecticut",2003,"Construction",3.76383315091816
"Connecticut",2004,"Construction",3.98205951875871
"Connecticut",2005,"Construction",3.96486372661091
"Connecticut",2006,"Construction",3.99238412566193
"Connecticut",2007,"Construction",4.03933345109816
"Connecticut",2008,"Construction",3.84321111176505
"Connecticut",2009,"Construction",3.3566949465142
"Connecticut",2010,"Construction",3.10945273631841
"Connecticut",2011,"Construction",3.16521953322249
"Connecticut",2012,"Construction",3.13893129770992
"Connecticut",2013,"Construction",3.2361675049997
"Connecticut",2014,"Construction",3.34035510081252
"Connecticut",2015,"Construction",3.45857475658563
"Connecticut",2016,"Construction",3.51378714787684
"Delaware",1990,"Construction",NA
"Delaware",1991,"Construction",NA
"Delaware",1992,"Construction",NA
"Delaware",1993,"Construction",NA
"Delaware",1994,"Construction",NA
"Delaware",1995,"Construction",NA
"Delaware",1996,"Construction",NA
"Delaware",1997,"Construction",NA
"Delaware",1998,"Construction",NA
"Delaware",1999,"Construction",NA
"Delaware",2000,"Construction",NA
"Delaware",2001,"Construction",NA
"Delaware",2002,"Construction",NA
"Delaware",2003,"Construction",NA
"Delaware",2004,"Construction",NA
"Delaware",2005,"Construction",NA
"Delaware",2006,"Construction",NA
"Delaware",2007,"Construction",NA
"Delaware",2008,"Construction",NA
"Delaware",2009,"Construction",NA
"Delaware",2010,"Construction",NA
"Delaware",2011,"Construction",NA
"Delaware",2012,"Construction",NA
"Delaware",2013,"Construction",NA
"Delaware",2014,"Construction",NA
"Delaware",2015,"Construction",NA
"Delaware",2016,"Construction",NA
"District of Columbia",1990,"Construction",NA
"District of Columbia",1991,"Construction",NA
"District of Columbia",1992,"Construction",NA
"District of Columbia",1993,"Construction",NA
"District of Columbia",1994,"Construction",NA
"District of Columbia",1995,"Construction",NA
"District of Columbia",1996,"Construction",NA
"District of Columbia",1997,"Construction",NA
"District of Columbia",1998,"Construction",NA
"District of Columbia",1999,"Construction",NA
"District of Columbia",2000,"Construction",NA
"District of Columbia",2001,"Construction",NA
"District of Columbia",2002,"Construction",NA
"District of Columbia",2003,"Construction",NA
"District of Columbia",2004,"Construction",NA
"District of Columbia",2005,"Construction",NA
"District of Columbia",2006,"Construction",NA
"District of Columbia",2007,"Construction",NA
"District of Columbia",2008,"Construction",NA
"District of Columbia",2009,"Construction",NA
"District of Columbia",2010,"Construction",NA
"District of Columbia",2011,"Construction",NA
"District of Columbia",2012,"Construction",NA
"District of Columbia",2013,"Construction",NA
"District of Columbia",2014,"Construction",NA
"District of Columbia",2015,"Construction",NA
"District of Columbia",2016,"Construction",NA
"Florida",1990,"Construction",7.22130031883355
"Florida",1991,"Construction",6.47730289354924
"Florida",1992,"Construction",6.32716916793135
"Florida",1993,"Construction",6.47625912244346
"Florida",1994,"Construction",6.51398698241241
"Florida",1995,"Construction",6.63005625502277
"Florida",1996,"Construction",6.77988115725558
"Florida",1997,"Construction",6.72994230137757
"Florida",1998,"Construction",6.74915295256534
"Florida",1999,"Construction",6.76645297888608
"Florida",2000,"Construction",6.85568471789056
"Florida",2001,"Construction",6.99097081262686
"Florida",2002,"Construction",7.05836292961213
"Florida",2003,"Construction",7.24497414484418
"Florida",2004,"Construction",7.65673038363855
"Florida",2005,"Construction",8.19292902031846
"Florida",2006,"Construction",8.54576657605632
"Florida",2007,"Construction",7.78790492979758
"Florida",2008,"Construction",6.68706010447316
"Florida",2009,"Construction",5.48373269914135
"Florida",2010,"Construction",4.89063001017719
"Florida",2011,"Construction",4.62637377790648
"Florida",2012,"Construction",4.62491043545269
"Florida",2013,"Construction",4.8269040553907
"Florida",2014,"Construction",5.07738118059017
"Florida",2015,"Construction",5.33320177115581
"Florida",2016,"Construction",5.64687358351027
"Georgia",1990,"Construction",4.90979977532545
"Georgia",1991,"Construction",4.29464345722159
"Georgia",1992,"Construction",4.04740682050774
"Georgia",1993,"Construction",4.10370606012407
"Georgia",1994,"Construction",4.28220747340667
"Georgia",1995,"Construction",4.53804506025499
"Georgia",1996,"Construction",4.73367794134172
"Georgia",1997,"Construction",4.75106295432725
"Georgia",1998,"Construction",4.92416207042851
"Georgia",1999,"Construction",5.23348607321217
"Georgia",2000,"Construction",5.21301998240543
"Georgia",2001,"Construction",5.21544234304566
"Georgia",2002,"Construction",5.07609002489286
"Georgia",2003,"Construction",5.03915032173037
"Georgia",2004,"Construction",5.09356039361648
"Georgia",2005,"Construction",5.18847998409661
"Georgia",2006,"Construction",5.32243547641636
"Georgia",2007,"Construction",5.30926721551497
"Georgia",2008,"Construction",4.95123962932415
"Georgia",2009,"Construction",4.25139106130927
"Georgia",2010,"Construction",3.87813787207585
"Georgia",2011,"Construction",3.7408338033947
"Georgia",2012,"Construction",3.57892606925159
"Georgia",2013,"Construction",3.61819263961909
"Georgia",2014,"Construction",3.78296219450409
"Georgia",2015,"Construction",3.9067082756517
"Georgia",2016,"Construction",4.02238465052535
"Hawaii",1990,"Construction",NA
"Hawaii",1991,"Construction",NA
"Hawaii",1992,"Construction",NA
"Hawaii",1993,"Construction",NA
"Hawaii",1994,"Construction",NA
"Hawaii",1995,"Construction",NA
"Hawaii",1996,"Construction",NA
"Hawaii",1997,"Construction",NA
"Hawaii",1998,"Construction",NA
"Hawaii",1999,"Construction",NA
"Hawaii",2000,"Construction",NA
"Hawaii",2001,"Construction",NA
"Hawaii",2002,"Construction",NA
"Hawaii",2003,"Construction",NA
"Hawaii",2004,"Construction",NA
"Hawaii",2005,"Construction",NA
"Hawaii",2006,"Construction",NA
"Hawaii",2007,"Construction",NA
"Hawaii",2008,"Construction",NA
"Hawaii",2009,"Construction",NA
"Hawaii",2010,"Construction",NA
"Hawaii",2011,"Construction",NA
"Hawaii",2012,"Construction",NA
"Hawaii",2013,"Construction",NA
"Hawaii",2014,"Construction",NA
"Hawaii",2015,"Construction",NA
"Hawaii",2016,"Construction",NA
"Idaho",1990,"Construction",4.95588998443176
"Idaho",1991,"Construction",4.9811320754717
"Idaho",1992,"Construction",5.30759951749095
"Idaho",1993,"Construction",5.60682971850485
"Idaho",1994,"Construction",6.14780902550687
"Idaho",1995,"Construction",6.28944047118216
"Idaho",1996,"Construction",6.38036809815951
"Idaho",1997,"Construction",6.38971315529179
"Idaho",1998,"Construction",6.25359677728755
"Idaho",1999,"Construction",6.49471144924847
"Idaho",2000,"Construction",6.50464617583989
"Idaho",2001,"Construction",6.6748855230715
"Idaho",2002,"Construction",6.42266408587014
"Idaho",2003,"Construction",6.43356643356643
"Idaho",2004,"Construction",6.78686851505358
"Idaho",2005,"Construction",7.36136103386226
"Idaho",2006,"Construction",8.1453634085213
"Idaho",2007,"Construction",7.94014353336387
"Idaho",2008,"Construction",6.92046855733662
"Idaho",2009,"Construction",5.62387276602722
"Idaho",2010,"Construction",5.18555334658714
"Idaho",2011,"Construction",4.97789421974783
"Idaho",2012,"Construction",5.04660880745741
"Idaho",2013,"Construction",5.26728327324032
"Idaho",2014,"Construction",5.4698242933537
"Idaho",2015,"Construction",5.68114217727543
"Idaho",2016,"Construction",5.98965814421143
"Illinois",1990,"Construction",4.23443528254785
"Illinois",1991,"Construction",3.98608881754949
"Illinois",1992,"Construction",3.85306028883625
"Illinois",1993,"Construction",3.81209665315924
"Illinois",1994,"Construction",3.94023729310092
"Illinois",1995,"Construction",3.98862437174695
"Illinois",1996,"Construction",4.03295368528526
"Illinois",1997,"Construction",4.08276531904192
"Illinois",1998,"Construction",4.15372868414355
"Illinois",1999,"Construction",4.29665200308943
"Illinois",2000,"Construction",4.46397537117037
"Illinois",2001,"Construction",4.62729654412869
"Illinois",2002,"Construction",4.71884136805603
"Illinois",2003,"Construction",4.72985765675829
"Illinois",2004,"Construction",4.64488392089424
"Illinois",2005,"Construction",4.58097317955368
"Illinois",2006,"Construction",4.64226093115019
"Illinois",2007,"Construction",4.53982804188552
"Illinois",2008,"Construction",4.34314731054428
"Illinois",2009,"Construction",3.84037342857648
"Illinois",2010,"Construction",3.53450734350492
"Illinois",2011,"Construction",3.44809359362887
"Illinois",2012,"Construction",3.28852407700468
"Illinois",2013,"Construction",3.29749844945214
"Illinois",2014,"Construction",3.43056382345438
"Illinois",2015,"Construction",3.57824907025832
"Illinois",2016,"Construction",3.60896753592336
"Indiana",1990,"Construction",4.58744696879585
"Indiana",1991,"Construction",4.54182949198501
"Indiana",1992,"Construction",4.43035497632187
"Indiana",1993,"Construction",4.45569042273886
"Indiana",1994,"Construction",4.57961830373591
"Indiana",1995,"Construction",4.63006132769071
"Indiana",1996,"Construction",4.77171057303131
"Indiana",1997,"Construction",4.92485145054177
"Indiana",1998,"Construction",4.98972602739726
"Indiana",1999,"Construction",4.99815007904208
"Indiana",2000,"Construction",5.00083236224405
"Indiana",2001,"Construction",5.04902628353534
"Indiana",2002,"Construction",5.02184157121728
"Indiana",2003,"Construction",4.98931844807388
"Indiana",2004,"Construction",5.04141527763575
"Indiana",2005,"Construction",5.00624936661825
"Indiana",2006,"Construction",5.05169172932331
"Indiana",2007,"Construction",5.05766337957546
"Indiana",2008,"Construction",4.87039287160794
"Indiana",2009,"Construction",4.31324783262879
"Indiana",2010,"Construction",4.13420996212392
"Indiana",2011,"Construction",4.22569871682194
"Indiana",2012,"Construction",4.30811649146993
"Indiana",2013,"Construction",4.20085106382979
"Indiana",2014,"Construction",4.12765529044599
"Indiana",2015,"Construction",4.18587801343696
"Indiana",2016,"Construction",4.2364084598417
"Iowa",1990,"Construction",3.66112198303979
"Iowa",1991,"Construction",3.69084154417703
"Iowa",1992,"Construction",3.80009580073447
"Iowa",1993,"Construction",3.80915134923739
"Iowa",1994,"Construction",4.02303204788242
"Iowa",1995,"Construction",4.06450187762315
"Iowa",1996,"Construction",4.19979760011566
"Iowa",1997,"Construction",4.27149964463397
"Iowa",1998,"Construction",4.38730246742445
"Iowa",1999,"Construction",4.48045757864633
"Iowa",2000,"Construction",4.32194792018938
"Iowa",2001,"Construction",4.38045851528384
"Iowa",2002,"Construction",4.4496648932495
"Iowa",2003,"Construction",4.51957789502916
"Iowa",2004,"Construction",4.70733548342826
"Iowa",2005,"Construction",4.82269503546099
"Iowa",2006,"Construction",4.9461507778221
"Iowa",2007,"Construction",4.78572839181094
"Iowa",2008,"Construction",4.78876935187615
"Iowa",2009,"Construction",4.394861392833
"Iowa",2010,"Construction",4.19247260600286
"Iowa",2011,"Construction",4.19862737182075
"Iowa",2012,"Construction",4.28154825026511
"Iowa",2013,"Construction",4.43601151531013
"Iowa",2014,"Construction",4.80253377286536
"Iowa",2015,"Construction",5.00896746092749
"Iowa",2016,"Construction",5.13881813550688
"Kansas",1990,"Construction",3.93808956864182
"Kansas",1991,"Construction",3.95732652502963
"Kansas",1992,"Construction",4.10247223217485
"Kansas",1993,"Construction",4.10645047585478
"Kansas",1994,"Construction",4.25768868328622
"Kansas",1995,"Construction",4.35978659553184
"Kansas",1996,"Construction",4.64056012374827
"Kansas",1997,"Construction",4.66141732283465
"Kansas",1998,"Construction",4.67204382894537
"Kansas",1999,"Construction",4.91568804576935
"Kansas",2000,"Construction",4.87333779065448
"Kansas",2001,"Construction",4.75978647686833
"Kansas",2002,"Construction",4.7227003966769
"Kansas",2003,"Construction",4.77423284854946
"Kansas",2004,"Construction",4.76118614653286
"Kansas",2005,"Construction",4.6787133538277
"Kansas",2006,"Construction",4.73202421379005
"Kansas",2007,"Construction",4.7136340598074
"Kansas",2008,"Construction",4.63362068965517
"Kansas",2009,"Construction",4.27636471813179
"Kansas",2010,"Construction",4.06828094450293
"Kansas",2011,"Construction",3.96386981188415
"Kansas",2012,"Construction",4.05186385737439
"Kansas",2013,"Construction",4.13963996793237
"Kansas",2014,"Construction",4.29937450571572
"Kansas",2015,"Construction",4.34999643442915
"Kansas",2016,"Construction",4.34073338534648
"Kentucky",1990,"Construction",4.48630136986301
"Kentucky",1991,"Construction",4.30239704978488
"Kentucky",1992,"Construction",4.52573259461985
"Kentucky",1993,"Construction",4.57945749040526
"Kentucky",1994,"Construction",4.59444129325014
"Kentucky",1995,"Construction",4.52735404031122
"Kentucky",1996,"Construction",4.65928244642427
"Kentucky",1997,"Construction",4.8097842065032
"Kentucky",1998,"Construction",4.79825517993457
"Kentucky",1999,"Construction",4.86274509803922
"Kentucky",2000,"Construction",4.82219530991963
"Kentucky",2001,"Construction",4.88552169795555
"Kentucky",2002,"Construction",4.68372223784088
"Kentucky",2003,"Construction",4.6864425896684
"Kentucky",2004,"Construction",4.66871680178921
"Kentucky",2005,"Construction",4.64039680352714
"Kentucky",2006,"Construction",4.5241724738676
"Kentucky",2007,"Construction",4.59392503231366
"Kentucky",2008,"Construction",4.58222487648624
"Kentucky",2009,"Construction",4.19981814048647
"Kentucky",2010,"Construction",3.85795454545455
"Kentucky",2011,"Construction",3.78987497897628
"Kentucky",2012,"Construction",3.71556340749738
"Kentucky",2013,"Construction",3.72029500136575
"Kentucky",2014,"Construction",3.91861341371515
"Kentucky",2015,"Construction",4.01887492709824
"Kentucky",2016,"Construction",4.02256817469439
"Louisiana",1990,"Construction",6.04018391383763
"Louisiana",1991,"Construction",6.14601440278123
"Louisiana",1992,"Construction",6.13613983259478
"Louisiana",1993,"Construction",5.98249320857229
"Louisiana",1994,"Construction",6.07593464736322
"Louisiana",1995,"Construction",6.03886566489662
"Louisiana",1996,"Construction",6.27939142461964
"Louisiana",1997,"Construction",6.36432514341379
"Louisiana",1998,"Construction",6.76098129603137
"Louisiana",1999,"Construction",6.76346356916579
"Louisiana",2000,"Construction",6.72159357563748
"Louisiana",2001,"Construction",6.50516863318367
"Louisiana",2002,"Construction",6.27769571639586
"Louisiana",2003,"Construction",6.2450800314878
"Louisiana",2004,"Construction",6.07040417209909
"Louisiana",2005,"Construction",6.27973358705994
"Louisiana",2006,"Construction",7.04688933254195
"Louisiana",2007,"Construction",6.93183004488986
"Louisiana",2008,"Construction",6.95046439628483
"Louisiana",2009,"Construction",6.84052789315947
"Louisiana",2010,"Construction",6.44357233771744
"Louisiana",2011,"Construction",6.40601187660939
"Louisiana",2012,"Construction",6.54937983289221
"Louisiana",2013,"Construction",6.7093142272262
"Louisiana",2014,"Construction",7.00216613772606
"Louisiana",2015,"Construction",7.0493858109802
"Louisiana",2016,"Construction",7.13234921118044
"Maine",1990,"Construction",5.38317757009346
"Maine",1991,"Construction",4.28432327166504
"Maine",1992,"Construction",4.12189880836101
"Maine",1993,"Construction",4.02387370042357
"Maine",1994,"Construction",3.96914973664409
"Maine",1995,"Construction",4.03270767515332
"Maine",1996,"Construction",4.27728613569322
"Maine",1997,"Construction",4.20805490337728
"Maine",1998,"Construction",4.39290107186786
"Maine",1999,"Construction",4.74159986355108
"Maine",2000,"Construction",4.83844241922121
"Maine",2001,"Construction",4.90050978457491
"Maine",2002,"Construction",4.8474855729596
"Maine",2003,"Construction",5.02636783124588
"Maine",2004,"Construction",5.03514794834069
"Maine",2005,"Construction",5.01880006539153
"Maine",2006,"Construction",5.09191475516512
"Maine",2007,"Construction",4.98623927472883
"Maine",2008,"Construction",4.76344782890473
"Maine",2009,"Construction",4.22606070769747
"Maine",2010,"Construction",4.11467116357504
"Maine",2011,"Construction",4.25424583823777
"Maine",2012,"Construction",4.28022069887979
"Maine",2013,"Construction",4.25461193285691
"Maine",2014,"Construction",4.29681044455462
"Maine",2015,"Construction",4.33999344906649
"Maine",2016,"Construction",4.43868459420055
"Maryland",1990,"Construction",7.23865515340805
"Maryland",1991,"Construction",6.21648555023015
"Maryland",1992,"Construction",5.84487136492119
"Maryland",1993,"Construction",5.78974820996728
"Maryland",1994,"Construction",5.9575259073377
"Maryland",1995,"Construction",6.00858369098712
"Maryland",1996,"Construction",6.13513513513514
"Maryland",1997,"Construction",6.18765106569985
"Maryland",1998,"Construction",6.16262115104211
"Maryland",1999,"Construction",6.31341600901917
"Maryland",2000,"Construction",6.46762121705174
"Maryland",2001,"Construction",6.65535216389866
"Maryland",2002,"Construction",6.67149816805572
"Maryland",2003,"Construction",6.73115517379786
"Maryland",2004,"Construction",6.98837255446645
"Maryland",2005,"Construction",7.17271555260382
"Maryland",2006,"Construction",7.2805056656132
"Maryland",2007,"Construction",7.2037624746683
"Maryland",2008,"Construction",6.85026081620129
"Maryland",2009,"Construction",6.0670695580045
"Maryland",2010,"Construction",5.67403948878249
"Maryland",2011,"Construction",5.61472200469851
"Maryland",2012,"Construction",5.55534063213277
"Maryland",2013,"Construction",5.5979156289513
"Maryland",2014,"Construction",5.67922808083878
"Maryland",2015,"Construction",5.77038145100972
"Maryland",2016,"Construction",5.93101410739346
"Massachusetts",1990,"Construction",3.33679172663074
"Massachusetts",1991,"Construction",2.75417728688757
"Massachusetts",1992,"Construction",2.62584402129256
"Massachusetts",1993,"Construction",2.78432061873792
"Massachusetts",1994,"Construction",2.95017707939346
"Massachusetts",1995,"Construction",3.05164319248826
"Massachusetts",1996,"Construction",3.11010290298189
"Massachusetts",1997,"Construction",3.23439756136692
"Massachusetts",1998,"Construction",3.40445560087857
"Massachusetts",1999,"Construction",3.65493477725818
"Massachusetts",2000,"Construction",3.87011742151929
"Massachusetts",2001,"Construction",4.15223880597015
"Massachusetts",2002,"Construction",4.30291546971457
"Massachusetts",2003,"Construction",4.25637834474175
"Massachusetts",2004,"Construction",4.30803710390338
"Massachusetts",2005,"Construction",4.3172815053231
"Massachusetts",2006,"Construction",4.31881485109118
"Massachusetts",2007,"Construction",4.16603636583669
"Massachusetts",2008,"Construction",3.99373059649757
"Massachusetts",2009,"Construction",3.46932419806914
"Massachusetts",2010,"Construction",3.32350659425912
"Massachusetts",2011,"Construction",3.39622641509434
"Massachusetts",2012,"Construction",3.48805605049376
"Massachusetts",2013,"Construction",3.63263730062079
"Massachusetts",2014,"Construction",3.75633335274591
"Massachusetts",2015,"Construction",3.97235628409058
"Massachusetts",2016,"Construction",4.09378071037484
"Michigan",1990,"Construction",3.62820415303872
"Michigan",1991,"Construction",3.34818554098952
"Michigan",1992,"Construction",3.28073937908497
"Michigan",1993,"Construction",3.31498623967976
"Michigan",1994,"Construction",3.43053173241853
"Michigan",1995,"Construction",3.58348176619481
"Michigan",1996,"Construction",3.87231695546261
"Michigan",1997,"Construction",4.06291547423215
"Michigan",1998,"Construction",4.15512465373961
"Michigan",1999,"Construction",4.29992582573411
"Michigan",2000,"Construction",4.48488996300019
"Michigan",2001,"Construction",4.52045489405526
"Michigan",2002,"Construction",4.45296307027123
"Michigan",2003,"Construction",4.32272089126398
"Michigan",2004,"Construction",4.35988361520276
"Michigan",2005,"Construction",4.31672703250644
"Michigan",2006,"Construction",4.12313950263474
"Michigan",2007,"Construction",3.9057191724655
"Michigan",2008,"Construction",3.68768768768769
"Michigan",2009,"Construction",3.29647618063449
"Michigan",2010,"Construction",3.14732373951755
"Michigan",2011,"Construction",3.17046633435389
"Michigan",2012,"Construction",3.1782234672881
"Michigan",2013,"Construction",3.24841229286809
"Michigan",2014,"Construction",3.39072214251554
"Michigan",2015,"Construction",3.4947566866973
"Michigan",2016,"Construction",3.59718882929536
"Minnesota",1990,"Construction",3.64717449318788
"Minnesota",1991,"Construction",3.4762348555452
"Minnesota",1992,"Construction",3.45000455746969
"Minnesota",1993,"Construction",3.40157200586172
"Minnesota",1994,"Construction",3.44887049491292
"Minnesota",1995,"Construction",3.48510870020525
"Minnesota",1996,"Construction",3.64045864045864
"Minnesota",1997,"Construction",3.75675135027005
"Minnesota",1998,"Construction",3.98658136994851
"Minnesota",1999,"Construction",4.24582284275578
"Minnesota",2000,"Construction",4.43144124333793
"Minnesota",2001,"Construction",4.579953865615
"Minnesota",2002,"Construction",4.66033271996695
"Minnesota",2003,"Construction",4.698314775805
"Minnesota",2004,"Construction",4.78554630631976
"Minnesota",2005,"Construction",4.75577933771914
"Minnesota",2006,"Construction",4.62643782430422
"Minnesota",2007,"Construction",4.33746253024667
"Minnesota",2008,"Construction",4.00304303724098
"Minnesota",2009,"Construction",3.52187028657617
"Minnesota",2010,"Construction",3.32069749810462
"Minnesota",2011,"Construction",3.41899441340782
"Minnesota",2012,"Construction",3.47950428979981
"Minnesota",2013,"Construction",3.6250945911859
"Minnesota",2014,"Construction",3.8279722765239
"Minnesota",2015,"Construction",4.03375468328723
"Minnesota",2016,"Construction",4.01298521895289
